#This file was made with awk
#This is a test file for eclipsing binaries
#
#Time is in min
#Fnu is in erg/s/Hz
#time mag min max
0.000000 5.305761 5.199646  5.411876
1.000000 5.598172 5.486208  5.710135
2.000000 5.685318 5.571612  5.799024
3.000000 5.740969 5.626150  5.855789
4.000000 5.803420 5.687351  5.919488
5.000000 5.871303 5.753877  5.988729
6.000000 5.882023 5.764382  5.999663
7.000000 5.908780 5.790604  6.026955
8.000000 5.618318 5.505952  5.730684
9.000000 5.920477 5.802068  6.038887
10.000000 5.815751 5.699436  5.932066
11.000000 6.058279 5.937114  6.179445
12.000000 6.004942 5.884843  6.125041
13.000000 6.292314 6.166468  6.418160
14.000000 6.282273 6.156627  6.407918
15.000000 6.285080 6.159378  6.410782
16.000000 6.160028 6.036827  6.283228
17.000000 6.081193 5.959569  6.202817
18.000000 6.301607 6.175574  6.427639
19.000000 6.676940 6.543401  6.810479
20.000000 6.401294 6.273268  6.529320
21.000000 6.677429 6.543881  6.810978
22.000000 6.552320 6.421273  6.683366
23.000000 6.895750 6.757835  7.033665
24.000000 7.007709 6.867555  7.147864
25.000000 6.998949 6.858970  7.138928
26.000000 6.855610 6.718498  6.992722
27.000000 6.817690 6.681336  6.954044
28.000000 6.798040 6.662079  6.934001
29.000000 6.875301 6.737795  7.012807
30.000000 7.323780 7.177305  7.470256
31.000000 7.240231 7.095426  7.385035
32.000000 7.483930 7.334251  7.633608
33.000000 7.257770 7.112615  7.402926
34.000000 7.196799 7.052863  7.340735
35.000000 7.530749 7.380134  7.681364
36.000000 7.667001 7.513661  7.820341
37.000000 7.655791 7.502676  7.808907
38.000000 7.634261 7.481576  7.786946
39.000000 7.760520 7.605310  7.915731
40.000000 7.730229 7.575624  7.884833
41.000000 7.447070 7.298129  7.596011
42.000000 7.315110 7.168808  7.461412
43.000000 7.716261 7.561936  7.870586
44.000000 7.658890 7.505712  7.812068
45.000000 7.383330 7.235664  7.530997
46.000000 7.969628 7.810236  8.129021
47.000000 7.685209 7.531505  7.838913
48.000000 7.626909 7.474371  7.779448
49.000000 7.663941 7.510663  7.817220
50.000000 7.898620 7.740648  8.056593
51.000000 7.641401 7.488573  7.794229
52.000000 7.461689 7.312456  7.610923
53.000000 7.645411 7.492503  7.798319
54.000000 7.483161 7.333498  7.632824
55.000000 7.899149 7.741166  8.057132
56.000000 7.742061 7.587220  7.896902
57.000000 7.771560 7.616129  7.926991
58.000000 7.301469 7.155440  7.447498
59.000000 7.348880 7.201902  7.495857
60.000000 7.696949 7.543010  7.850888
61.000000 7.412010 7.263769  7.560250
62.000000 7.550671 7.399657  7.701684
63.000000 7.528459 7.377889  7.679028
64.000000 7.348220 7.201255  7.495184
65.000000 7.136460 6.993731  7.279189
66.000000 7.190831 7.047014  7.334647
67.000000 7.355621 7.208508  7.502733
68.000000 6.937221 6.798476  7.075965
69.000000 6.924449 6.785960  7.062938
70.000000 6.835420 6.698712  6.972128
71.000000 7.097499 6.955549  7.239449
72.000000 7.130569 6.987958  7.273181
73.000000 7.161260 7.018035  7.304485
74.000000 6.635321 6.502614  6.768027
75.000000 6.780920 6.645302  6.916538
76.000000 6.924880 6.786383  7.063378
77.000000 6.873131 6.735668  7.010593
78.000000 6.779420 6.643832  6.915009
79.000000 6.328008 6.201448  6.454568
80.000000 6.402801 6.274745  6.530857
81.000000 6.342534 6.215684  6.469385
82.000000 6.381206 6.253581  6.508830
83.000000 6.267907 6.142549  6.393265
84.000000 6.496240 6.366315  6.626164
85.000000 6.034688 5.913994  6.155382
86.000000 6.086850 5.965113  6.208587
87.000000 5.882071 5.764429  5.999712
88.000000 5.840082 5.723280  5.956883
89.000000 5.987402 5.867654  6.107150
90.000000 5.837830 5.721074  5.954587
91.000000 5.876329 5.758802  5.993856
92.000000 5.759708 5.644514  5.874902
93.000000 5.882101 5.764459  5.999743
94.000000 5.602702 5.490648  5.714756
95.000000 5.672880 5.559422  5.786337
96.000000 5.606802 5.494666  5.718938
97.000000 5.681051 5.567430  5.794672
98.000000 5.626882 5.514344  5.739420
99.000000 5.378438 5.270870  5.486007
100.000000 5.596749 5.484814  5.708684
101.000000 5.611960 5.499721  5.724199
102.000000 5.361208 5.253984  5.468433
103.000000 5.570319 5.458913  5.681725
104.000000 5.497962 5.388002  5.607921
105.000000 5.522928 5.412470  5.633387
106.000000 5.412271 5.304025  5.520516
107.000000 5.191449 5.087620  5.295278
108.000000 5.224390 5.119902  5.328878
109.000000 5.274409 5.168921  5.379897
110.000000 5.270322 5.164915  5.375728
111.000000 5.175760 5.072245  5.279276
112.000000 5.111960 5.009721  5.214199
113.000000 5.254021 5.148940  5.359101
114.000000 5.434580 5.325889  5.543272
115.000000 5.388788 5.281012  5.496564
116.000000 5.548332 5.437365  5.659298
117.000000 5.219649 5.115256  5.324042
118.000000 5.361220 5.253995  5.468444
119.000000 5.339290 5.232505  5.446076
120.000000 5.592212 5.480368  5.704056
121.000000 5.509189 5.399005  5.619373
122.000000 5.331439 5.224811  5.438068
123.000000 5.607728 5.495573  5.719883
124.000000 5.721229 5.606805  5.835654
125.000000 5.511858 5.401621  5.622095
126.000000 5.867487 5.750138  5.984837
127.000000 5.604888 5.492790  5.716985
128.000000 5.595329 5.483422  5.707235
129.000000 5.790972 5.675153  5.906792
130.000000 5.702229 5.588185  5.816274
131.000000 5.875802 5.758286  5.993318
132.000000 5.823038 5.706577  5.939499
133.000000 6.089012 5.967232  6.210793
134.000000 6.080557 5.958945  6.202168
135.000000 6.042737 5.921882  6.163592
136.000000 6.002349 5.882302  6.122396
137.000000 6.162013 6.038773  6.285253
138.000000 6.369632 6.242240  6.497025
139.000000 6.419476 6.291087  6.547866
140.000000 6.535790 6.405074  6.666506
141.000000 6.620950 6.488531  6.753369
142.000000 6.528810 6.398234  6.659387
143.000000 6.871440 6.734011  7.008868
144.000000 6.670360 6.536953  6.803767
145.000000 6.888340 6.750573  7.026107
146.000000 7.099249 6.957264  7.241234
147.000000 7.163780 7.020505  7.307056
148.000000 6.894110 6.756227  7.031992
149.000000 6.933711 6.795037  7.072385
150.000000 7.108371 6.966203  7.250538
151.000000 7.211429 7.067201  7.355658
152.000000 6.988249 6.848484  7.128014
153.000000 7.201629 7.057597  7.345662
154.000000 7.522759 7.372304  7.673214
155.000000 7.340901 7.194083  7.487719
156.000000 7.180600 7.036988  7.324212
157.000000 7.451580 7.302548  7.600611
158.000000 7.731541 7.576910  7.886172
159.000000 7.317310 7.170964  7.463656
160.000000 7.798489 7.642519  7.954459
161.000000 7.267299 7.121953  7.412645
162.000000 7.425699 7.277185  7.574213
163.000000 7.536790 7.386054  7.687525
164.000000 7.367539 7.220188  7.514890
165.000000 7.771189 7.615765  7.926613
166.000000 7.752681 7.597627  7.907734
167.000000 7.506399 7.356271  7.656527
168.000000 7.767521 7.612171  7.922871
169.000000 7.616661 7.464327  7.768994
170.000000 7.736441 7.581712  7.891170
171.000000 7.678620 7.525048  7.832193
172.000000 7.966190 7.806867  8.125514
173.000000 7.986899 7.827161  8.146637
174.000000 7.514700 7.364406  7.664994
175.000000 7.414299 7.266013  7.562585
176.000000 7.474831 7.325334  7.624327
177.000000 7.426531 7.278000  7.575062
178.000000 7.403640 7.255568  7.551713
179.000000 7.617280 7.464934  7.769625
180.000000 7.749989 7.594989  7.904989
181.000000 7.432650 7.283997  7.581303
182.000000 7.291079 7.145258  7.436901
183.000000 7.468189 7.318826  7.617553
184.000000 7.275631 7.130118  7.421143
185.000000 7.089480 6.947691  7.231270
186.000000 7.142950 7.000091  7.285809
187.000000 7.502810 7.352754  7.652867
188.000000 7.040130 6.899327  7.180932
189.000000 7.377411 7.229862  7.524959
190.000000 6.840419 6.703611  6.977228
191.000000 6.929060 6.790479  7.067641
192.000000 6.889789 6.751994  7.027585
193.000000 6.801239 6.665215  6.937264
194.000000 6.642160 6.509317  6.775003
195.000000 6.881901 6.744263  7.019539
196.000000 6.538490 6.407720  6.669260
197.000000 6.542690 6.411836  6.673544
198.000000 6.616610 6.484277  6.748942
199.000000 6.707650 6.573497  6.841803
200.000000 6.670011 6.536610  6.803411
201.000000 6.198533 6.074562  6.322503
202.000000 6.445025 6.316125  6.573926
203.000000 6.472247 6.342802  6.601692
204.000000 6.300561 6.174550  6.426573
205.000000 6.284408 6.158720  6.410096
206.000000 6.002187 5.882144  6.122231
207.000000 6.244230 6.119346  6.369115
208.000000 5.802289 5.686243  5.918334
209.000000 6.075169 5.953666  6.196672
210.000000 5.877870 5.760312  5.995427
211.000000 5.761528 5.646297  5.876758
212.000000 5.781072 5.665451  5.896694
213.000000 5.924872 5.806375  6.043369
214.000000 5.736621 5.621888  5.851353
215.000000 5.579500 5.467910  5.691090
216.000000 5.661609 5.548377  5.774841
217.000000 5.645261 5.532356  5.758166
218.000000 5.553490 5.442420  5.664560
219.000000 5.402981 5.294921  5.511041
220.000000 5.668038 5.554677  5.781399
221.000000 5.265871 5.160553  5.371188
222.000000 5.196020 5.092100  5.299941
223.000000 5.198129 5.094166  5.302092
224.000000 5.430020 5.321419  5.538620
225.000000 5.304239 5.198154  5.410324
226.000000 5.396470 5.288540  5.504399
227.000000 5.299781 5.193785  5.405777
228.000000 5.202610 5.098557  5.306662
229.000000 5.296900 5.190962  5.402838
230.000000 5.180670 5.077057  5.284284
231.000000 5.144190 5.041306  5.247073
232.000000 5.406959 5.298820  5.515098
233.000000 5.457040 5.347899  5.566181
234.000000 5.451898 5.342860  5.560936
235.000000 5.375711 5.268197  5.483226
236.000000 5.360839 5.253623  5.468056
237.000000 5.401719 5.293685  5.509753
238.000000 5.396012 5.288091  5.503932
239.000000 5.281091 5.175469  5.386713
240.000000 5.455429 5.346321  5.564538
241.000000 5.598501 5.486531  5.710471
242.000000 5.383688 5.276015  5.491362
243.000000 5.763178 5.647915  5.878442
244.000000 5.430218 5.321614  5.538823
245.000000 5.713318 5.599052  5.827584
246.000000 5.736679 5.621945  5.851412
247.000000 5.523660 5.413186  5.634133
248.000000 5.634320 5.521633  5.747006
249.000000 5.974087 5.854605  6.093569
250.000000 5.779482 5.663892  5.895072
251.000000 5.884223 5.766538  6.001907
252.000000 5.842262 5.725417  5.959108
253.000000 5.923582 5.805111  6.042054
254.000000 6.198041 6.074080  6.322002
255.000000 6.117098 5.994756  6.239440
256.000000 6.090157 5.968354  6.211960
257.000000 6.245660 6.120747  6.370574
258.000000 6.240144 6.115341  6.364947
259.000000 6.643540 6.510669  6.776410
260.000000 6.567940 6.436582  6.699299
261.000000 6.668870 6.535493  6.802247
262.000000 6.672630 6.539178  6.806083
263.000000 6.643060 6.510199  6.775921
264.000000 6.894409 6.756521  7.032298
265.000000 6.998091 6.858129  7.138052
266.000000 7.014310 6.874024  7.154596
267.000000 6.885330 6.747624  7.023037
268.000000 6.823340 6.686873  6.959807
269.000000 6.850980 6.713960  6.987999
270.000000 6.835000 6.698300  6.971700
